Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/2064,COMBES,HERAULT,la réfection de la voie d'accès au hameau de Torteillan depuis la RD 180,50484.5,25000.0,MESQUIDA Kléber,Assemblée nationale,HERAULT,SRC
2011/2065,COMBES,HERAULT,l'acquisition d'un véhicule de voirie,20478.55,7000.0,TROPEANO Robert,Sénat,HERAULT,RDSE
2011/2066,COMBIERS,CHARENTE,la restauration de l'église Saint-Fiacre,47527.84,3779.0,VIOLLET Jean-Claude,Assemblée nationale,CHARENTE,SRC
2011/2067,COMBLES-EN-BARROIS,MEUSE,"l'enfouissement des réseaux secs et l'aménagement de l'éclairage public, Grande Rue et place de la Fontaine",118608.99,12500.0,LONGUET Gérard,Sénat,MEUSE,UMP
2011/2068,COMBLOT,ORNE,la restauration du retable et la réhabilitation de l'installation électrique de l'église Saint-Hilaire (2ème tranche),58866.0,8000.0,GOULET Nathalie,Sénat,ORNE,UDI
2011/2069,COMBOURG,ILLE-ET-VILAINE,l'aménagement d'un parcours d'interprétation sur François-René de Châteaubriand,18068.26,9000.0,TOURTELIER Philippe,Assemblée nationale,ILLE-ET-VILAINE,SRC
2011/2070,COMBRE,LOIRE,la mise en sécurité et en valeur du puits,6461.5,2600.0,FOURNIER Bernard,Sénat,LOIRE,UMP
2011/2071,COMBS-LAGRAND'VILLE,AVEYRON,la restructuration du terrain de tennis et la construction du terrain multisports,43330.33,5000.0,MARC Alain,Assemblée nationale,AVEYRON,UMP
2011/2072,COMBS-LA-VILLE,SEINE-ET-MARNE,la réhabilitation de l'Espace République,117396.8,58698.0,GEOFFROY Guy,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/2073,COMIAC,LOT,l'équipement du bar-cuisine du multiple rural,26000.0,3000.0,LAUNAY Jean,Assemblée nationale,LOT,SRC
2011/2074,COMINES,NORD,l'acquisition de défibrillateurs cardiaques automatiques et d'armoires murales,14460.0,7230.0,TÜRK Alex,Sénat,NORD,NI
2011/2075,COMMENTRY,ALLIER,la construction d'une piscine municipale,7271500.0,80000.0,Gouvernement,Réserve ministérielle,,
2011/2076,COMMENY,VAL-D'OISE,l'acquisition de matériel pour la cantine-garderie,14357.6,7178.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2077,COMMERVEIL,SARTHE,"la mise en accessibilité des espaces publics, voie communale 109 ""Chemin de la Motte"" et allée de l'Eglise",45650.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/2078,COMMES,CALVADOS,"le renforcement et la réfection des chaussées et la pose de caniveaux au hameau ""Le Bouffay""",57606.48,5000.0,DUPONT Jean-Léonce,Sénat,CALVADOS,UDI
2011/2079,commission syndicale de Clairvaux-Les-Lacs,JURA,la restauration de la toiture de la nef et du clocher de l'église,380861.7,25000.0,BAILLY Gérard,Sénat,JURA,UMP
2011/2080,commission syndicale de gestion de l'église de Regney-Madegney,VOSGES,"la réhabilitation des accès au balcon et au clocher de l'église, la mise en place d'un cable paratonnerre et la sécurisation de la porte d'entrée",6944.15,1000.0,GAULTIER Jean-Jacques,Assemblée nationale,VOSGES,UMP
2011/2081,commission syndicale de gestion des biens indivis de le Saulcy- Belval-le-Mont,VOSGES,la réfection de la façade avant de l'église Saint-Jean-du- Mont,11291.0,4000.0,CHERPION Gérard,Assemblée nationale,VOSGES,UMP
2011/2082,commission syndicale de gestion des biens indivis de Regney-Madegney,VOSGES,la réhabilitation de la croix dite de Bertaud et de son présentoir,5598.81,2000.0,PIERRE Jackie,Sénat,VOSGES,UMP
2011/2083,commission syndicale des biens indivis Autrechene-Novillard,TERRITOIRE DE BELFORT,"la restauration de la façade de l'église Saint-Julien, la mise en sécurité du perron et la réfection des marches de l'escalier",7078.9,3500.0,Gouvernement,Réserve ministérielle,,
2011/2084,commission syndicale des Biens Indivis de Champ-le-Duc- Fimenil-Beaumenil,VOSGES,"la réfection des portes, des accès et des abordsdu cimetière intercommunal de Champ le Ducet et l'aménagement d'allées et d'une tombe ossuaire",55976.49,4000.0,CHERPION Gérard,Assemblée nationale,VOSGES,UMP
2011/2085,commission syndicale des biens indivis de Grandrupt et St-Stail,VOSGES,"la réfection de la voie intercommunale dite ""du cimetière""",14200.0,4000.0,CHERPION Gérard,Assemblée nationale,VOSGES,UMP
2011/2086,commission syndicale forestière de la vallée de la Barousse,HAUTES-PYRENEES,la réfection de la route forestière de desserte du canton de Monsacon,22000.0,11000.0,FORTASSIN François,Sénat,HAUTES-PYRENEES,RDSE
2011/2087,Communauté d'agglomération Béziers Méditerranée,HERAULT,"l'installation d'équipements de surveillance du milieu dit ""estuaire de l'Orb""",246503.2,45000.0,ABOUD Elie,Assemblée nationale,HERAULT,UMP
2011/2088,Communauté d'agglomération du Grand- Montauban,TARN-ET-GARONNE,"la réfection de trottoirs, faubourg Lacapelle (3ème tranche)",159817.76,43037.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2089,Communauté d'agglomération du pays de Flers,ORNE,l'alimentation en eau potable et l'assainissement des campings fédéraux,48756.06,10000.0,GOULET Nathalie,Sénat,ORNE,UDI
2011/2090,Communauté d'agglomération Saumur Loire Développement,MAINE-ET-LOIRE,"la réhabilitation du bâtiment situé 7-8, quai Carnot en vue d'y aménager l'Office de tourisme du Saumurois et la Maison des vins",868000.0,13000.0,DEROCHE Catherine,Sénat,MAINE-ET-LOIRE,UMP
2011/2091,Communauté de commune du Pays de Sillé,SARTHE,la construction d'une maison médicale,2004500.5,70000.0,Gouvernement,Réserve ministérielle,,
2011/2092,"Communauté de communes ""Campagne de Caux""",SEINE-MARITIME,la construction de terrains multisports (programme 2012),719458.45,21000.0,REVET Charles,Sénat,SEINE-MARITIME,UMP
2011/2093,"Communauté de communes ""Coeur du Var""",VAR,l'aménagement d'une zone d'activités intercommunale à Carnoules,399024.0,20000.0,TRUCY François,Sénat,VAR,UMP
2011/2094,"Communauté de communes ""La Galaure""",DROME,l'aménagement extérieur des locaux communautaires,31611.11,5000.0,CACOYER Bernard,Assemblée nationale,LOIRET,UMP
2011/2095,"Communauté de communes ""Les Castels""",HAUTES-PYRENEES,l'aménagement du préau du centre de loisirs Les Castels,27163.0,3000.0,GLAVANY Jean,Assemblée nationale,HAUTES-PYRENEES,SRC
2011/2096,"Communauté de communes ""Loches Développement""",INDRE-ET-LOIRE,la réhabilitation de l'office de tourisme de Loches,125000.0,25000.0,Gouvernement,Réserve ministérielle,,
2011/2097,"Communauté de communes ""Quintin Communauté""",COTES-D'ARMOR,l'aménagement d'équipements sportifs de plein air,824000.0,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2098,"Communauté de communes Arbois, Vignes et Villages",JURA,la pose d'un garde-corps sur le site de la cartonnerie de Mesnay,7383.25,1500.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/2099,Communauté de communes Ardre-et- Tardenois,MARNE,la restauration des églises de Lagery et de Lhéry,72904.34,25000.0,VAUTRIN Catherine,Assemblée nationale,MARNE,UMP
2011/2100,Communauté de communes Artuby-Verdon,VAR,l'acquisition de véhicules utilitaires pour le service social communautaire,37400.0,10000.0,TRUCY François,Sénat,VAR,UMP
2011/2101,Communauté de communes Auzances- Bellegarde,CREUSE,la réhabilitation des écoles de Bellegarde et Saint- Silvain et la construction d'un réfectoire,1049232.0,25000.0,Gouvernement,Réserve ministérielle,,
2011/2102,"Communauté de communes Avre, Luce et Moreuil",SOMME,l'équipement des écoles en tableaux blancs interactifs et en vidéo-projecteurs,63525.8,24500.0,DENEUX Marcel,Sénat,SOMME,UDI
2011/2103,Communauté de communes Beauce-et-Gâtine,LOIR-ET-CHER,la réalisation d'acquisitions immobilières et foncières et la construction d'une maison pluridisciplinaire de santé à Saint-Amand-Longpré,900000.0,35000.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/2104,Communauté de communes Beaufort-en-Anjou,MAINE-ET-LOIRE,la construction d'un espace des services publics à vocation sociale,241183.8,10000.0,TAUGOURDEAU Jean-Charles,Assemblée nationale,MAINE-ET-LOIRE,UMP
2011/2105,Communauté de communes Bugey-Vallée de l'Ain,AIN,"l'aménagement d'une aire pour camping-cars, au camping de la Vallée de l'Ain à Poncin",13390.0,6695.0,GOY-CHAVENT Sylvie,Sénat,AIN,UDI
2011/2106,Communauté de communes Canigou-Val Cady,PYRENEES-ORIENTALES,l'amélioration de l'efficacité énergétique et le développement touristique de l'espace aquatique intercommunal de Vernet-les-Bains,248005.0,15000.0,Gouvernement,Réserve ministérielle,,
2011/2107,Communauté de communes Centre Dombes,AIN,l'acquisition de défibrillateurs cardiaques automatiques,16250.0,8125.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/2108,Communauté de communes Cévennes- Garrigue,GARD,l'acquisition d'un véhicule utilitaire et de logiciels informatiques,11607.06,5000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/2109,Communauté de communes Coeur de Lozère,LOZERE,"l'aménagement de locaux professionnels, dans le cadre de la construction d'une micro-crèche à Badaroux",355545.27,30000.0,Gouvernement,Réserve ministérielle,,
2011/2110,Communauté de communes Coeur de Lozère,LOZERE,"la construction d'une crèche, à Mende, sur le site de Valcroze (2ème tranche)",319752.84,40000.0,Gouvernement,Réserve ministérielle,,
2011/2111,Communauté de communes Couze-Val-d'Allier,PUY-DE-DOME,"l'aménagement, à Neschers, de terrains familiaux pour les gens du voyage",726363.03,30000.0,Gouvernement,Réserve ministérielle,,
2011/2112,Communauté de communes d'Altkirch,HAUT-RHIN,la construction d'une nouvelle MJC intercommunale,1983530.0,22000.0,REITZER Jean-Luc,Assemblée nationale,HAUT-RHIN,UMP
2011/2113,Communauté de communes de Beauce et du Gâtinais,LOIRET,la construction d'un groupe scolaire à Estouy,2968570.0,17000.0,DUBOIS Marianne,Assemblée nationale,LOIRET,UMP
2011/2114,Communauté de communes de Beg Ar C'hra,COTES-D'ARMOR,la construction d'un pôle de santé (1ère tranche),1902000.0,1000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/2115,Communauté de communes de Belle-Ile-en- Mer,MORBIHAN,la construction d'une caserne de pompiers,2494996.0,20000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/2116,Communauté de communes de Bény-Bocage,CALVADOS,l'aménagement de la place de Montchauvet,33000.3,3300.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/2117,Communauté de communes de Cambremer,CALVADOS,la construction d'une structure d'accueil petite enfance (2ème tranche),1066203.0,100000.0,DUPONT Ambroise,Sénat,CALVADOS,UMP
2011/2118,Communauté de communes de Captieux- Grignols,GIRONDE,l'aménagement des abords de ses bureaux,43304.0,12000.0,CESAR Gérard,Sénat,GIRONDE,UMP
2011/2119,Communauté de communes de Cernay et Environs,HAUT-RHIN,la construction d'un Pôle Energies Renouvelables et Bâtiments Basse Consommation (phase 1),3354975.0,42000.0,SORDI Michel,Assemblée nationale,HAUT-RHIN,UMP
2011/2120,Communauté de communes de Champagne Berrichonne,INDRE,la réfection de la couverture de l'école maternelle de Neuvy-Pailloux et du sol de la classe centrale de l'école de Pruniers et l'acquisition d'équipements scolaires pour diverses écoles,37870.78,7000.0,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP
2011/2121,Communauté de communes de Champagne Berrichonne,INDRE,la réfection de la voirie dans diverses communes (programme 2011),193707.5,20000.0,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP
2011/2122,Communauté de communes de Feurs-en- Forez,LOIRE,"la construction et l'équipement mobilier d'une crèche intercommunale, à Feurs",1739242.5,30000.0,FRECON Jean-Claude,Sénat,LOIRE,SOC
2011/2123,Communauté de communes de Grand-Lieu,LOIRE-ATLANTIQUE,la construction de son siège à l'entrée du parc d'activités de Tournebride à La Chevrolière,2090301.0,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2124,Communauté de communes de Guéret - Saint- Vaury,CREUSE,la construction d'une fourrière intercommunale pour chiens à Saint-Sulpice-le-Guéretois,325315.0,15000.0,VERGNIER Michel,Assemblée nationale,CREUSE,SRC
2011/2125,Communauté de communes de la Baie du Kernic,FINISTERE,l'acquisition d'un camion benne,144765.32,3000.0,Gouvernement,Réserve ministérielle,,
2011/2126,Communauté de communes de la Beauce Alnéloise,EURE-ET-LOIR,l'acquisition d'un logiciel de prospective financière,6000.0,3000.0,de MONTGOLFIER Albéric,Sénat,EURE-ET-LOIR,UMP
2011/2127,Communauté de communes de la Beauce de Janville,EURE-ET-LOIR,l'aménagement mobilier des locaux administratifs,18757.22,5000.0,BILLARD Joël,Sénat,EURE-ET-LOIR,UMP
2011/2128,Communauté de communes de la Cévenne des Hauts Gardons,LOZERE,la construction d'un atelier collectif de transformation végétale à Sainte-Croix-Vallée-Française,196745.0,19513.0,BLANC Jacques,Sénat,LOZERE,UMP
2011/2129,Communauté de communes de la Châtre et Sainte-Sévère,INDRE,l'aménagement du centre bourg de Saint-Christophe-en- Boucherie (2ème tranche),180847.76,18000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2130,Communauté de communes de la Châtre et Sainte-Sévère,INDRE,l'aménagement des abords de la salle socio-culturelle de Chassignolles,250484.0,25000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2131,Communauté de communes de la Colme,NORD,l'acquisition de défibrillateurs cardiaques automatiques et d'armoires externes,4050.0,2025.0,TÜRK Alex,Sénat,NORD,NI
2011/2132,Communauté de communes de la Haute Lande,LANDES,la réhabilitation et l'extension du gymnase de Labouheyre,684364.0,20000.0,VIDALIES Alain,Assemblée nationale,LANDES,SRC
2011/2133,Communauté de communes de la Plaine Dijonnaise,COTE-D'OR,l'acquisition d'un défibrillateur cardiaque et d'un boîtier mural,1392.0,500.0,HOUPERT Alain,Sénat,COTE-D'OR,UMP
2011/2134,Communauté de communes de la Planèze,CANTAL,l'équipement matériel et mobilier du centre de loisirs,19954.76,7185.0,MARLEIX Alain,Assemblée nationale,CANTAL,UMP
2011/2135,Communauté de communes de la Porte du Sundgau,HAUT-RHIN,le balisage de sentiers de randonnée pédestre,80000.0,10000.0,TROENDLE Catherine,Sénat,HAUT-RHIN,UMP
2011/2136,Communauté de communes de la Région de Beaujeu,RHONE,"l'aménagement d'une boutique, à Beaujeu, dans le cadre de la restructuration de l'équipement touristique et culturel des Sources du Beaujolais,",270287.0,25000.0,PERRUT Bernard,Assemblée nationale,RHONE,UMP
2011/2137,Communauté de communes de la Région de la Villedieu-du-Clain,VIENNE,"l'amélioration énergétique et scénique de la salle de spectacles ""La Passerelle""",54557.0,2000.0,COUTELLE Catherine,Assemblée nationale,VIENNE,SRC
2011/2138,Communauté de communes de la région de Signy-le-Petit,ARDENNES,la réfection de la voirie (programme 2011),131180.0,44723.0,HURE Benoît,Sénat,ARDENNES,UMP
2011/2139,Communauté de communes de la région des Riceys,AUBE,la construction d'un groupe scolaire à Bagneux la Fosse (1ère tranche),792026.0,50000.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/2140,Communauté de communes de la Sélune,MANCHE,l'aménagement d'un sentier de découverte autour des éoliennes de Ger,11493.0,3930.0,BIZET Jean,Sénat,MANCHE,UMP
2011/2141,Communauté de communes de la Suisse Normande,CALVADOS,la construction d'un bâtiment modulable permettant d'accueillir plusieurs sociétés,1250000.0,16000.0,Gouvernement,Réserve ministérielle,,
2011/2142,Communauté de communes de la Touraine du Sud,INDRE-ET-LOIRE,la réhabilitation du bar de Ferrière-Larçon,177455.05,7500.0,LECLERC Dominique,Sénat,INDRE-ET-LOIRE,UMP
2011/2143,Communauté de communes de la Vallée de Chamonix - Mont-Blanc,HAUTE-SAVOIE,la rénovation de la Maison de l'Alpage de Servoz,195000.0,5000.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/2144,Communauté de Communes de la Vallée de Chamonix-Mont-Blanc,HAUTE-SAVOIE,le réaménagement du rez-de-chaussée de l'ancien hôpital de Chamonix en Maison de Santé pluridisciplinaire,820000.0,10000.0,SADDIER Martial,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2145,Communauté de communes de la Vallée de la Vézère,DORDOGNE,l'acquisition d'équipements divers pour le gymnase,10059.58,5000.0,PEIRO Germinal,Assemblée nationale,DORDOGNE,SRC
2011/2146,Communauté de communes de la Vallée de la Vézère,DORDOGNE,la rénovation de la Maison de l'enfance et l'acquisition de mobilier,11209.18,5000.0,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC
2011/2147,Communauté de communes de La Vallée de l'Ance,PUY-DE-DOME,la construction d'un second pavillon d'accueil sur le site culturel du Volcan de Montpeloux à Saillant,41074.65,5050.0,CHASSAIGNE André,Assemblée nationale,PUY-DE-DOME,GDR
2011/2148,Communauté de communes de la vallée de l'Oise,AISNE,l'aménagement de la Zone d'Activité Concertée de l'Epinette à Urvillers (phase 1),1617129.25,51000.0,GRUNY Pascale,Assemblée nationale,AISNE,UMP
2011/2149,Communauté de Communes de la Vallée de Saint-Amarin,HAUT-RHIN,la restauration du temple protestant de Fellering,318883.6,15000.0,REITZER Jean-Luc,Assemblée nationale,HAUT-RHIN,UMP
2011/2150,Communauté de communes de la Vallée du Gapeau,VAR,l'acquisition de matériel sportif pour les gymnases de la Farlède et de Solliès-Pont et pour le complexe sportif des Sénès,30329.4,15000.0,TRUCY François,Sénat,VAR,UMP
2011/2151,Communauté de communes de la Vallée du Salembre,DORDOGNE,"la rénovation du petit patrimoine de Saint-Germain-du- Salembre, Chantérac et Saint-Aquilin (2ème tranche)",69000.0,5000.0,ASSOULINE David,Sénat,PARIS,SOC
2011/2152,Communauté de communes de la Vallée Longue et du Calbertois en Cévennes,LOZERE,l'aménagement d'une zone d'activités économiques à Saint-Privat-de-Vallongue (tranches 1 à 3),2096980.0,35000.0,BLANC Jacques,Sénat,LOZERE,UMP
2011/2153,Communauté de communes de l'Emblavez,HAUTE-LOIRE,l'aménagement de la zone d'activités à Saint-Vincent (tranches ferme et conditionnelle),73456.5,10000.0,Gouvernement,Réserve ministérielle,,
2011/2154,Communauté de communes de l'Europort,MARNE,l'éclairage du terrain de football et des aménagements divers dans le cadre de la réhabilitation et de l'extension du complexe sportif d'Haussimont,48926.1,5000.0,de COURSON Charles,Assemblée nationale,MARNE,NC
2011/2155,Communauté de communes de l'Ile d'Oléron,CHARENTE-MARITIME,l'aménagement d'une piste cyclable à Dolus d'Oléron,139317.67,25000.0,QUENTIN Didier,Assemblée nationale,CHARENTE-MARITIME,UMP
2011/2156,Communauté de communes de l'Ouest de la Plaine de France,VAL-D'OISE,l'extension du complexe tennistique de la Solitude à Saint-Brice-Sous-Forêt,1358118.0,200000.0,CHARTIER Jérôme,Assemblée nationale,VAL-D'OISE,UMP
2011/2157,Communauté de communes de Montrésor,INDRE-ET-LOIRE,"l'aménagement d'un itinéraire nocturne, dans le cadre de la pérennisation des Nuits Solaires",118270.0,5000.0,LECLERC Dominique,Sénat,INDRE-ET-LOIRE,UMP
2011/2158,Communauté de communes de Saane et Vienne,SEINE-MARITIME,"la construction d'un office de tourisme, à Quiberville-sur- Mer",318996.0,10000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2159,Communauté de communes de Sablé-sur- Sarthe,SARTHE,"la réalisation d'acquisitions foncières pour la construction de la zone d'activités ""Les Mandrières"" sur les communes de Vion et Solesmes",395000.0,120000.0,Gouvernement,Réserve ministérielle,,
2011/2160,Communauté de communes de Sablé-sur- Sarthe,SARTHE,"la restauration à Asnières-sur-Vègre, du Manoir de la Cour, en vue de la création d'un centre de ressources du patrimoine (1ère tranche)",1215100.0,200000.0,Gouvernement,Réserve ministérielle,,
2011/2161,Communauté de communes de Tessy-sur-Vire,MANCHE,l'aménagement de logements dans l'ancien presbytère de Fourneaux,172316.7,13000.0,GOSSELIN Philippe,Assemblée nationale,MANCHE,UMP
2011/2162,Communauté de communes de Trévières,CALVADOS,"la construction d'une structure légère à vocation touristique, à Saint Laurent sur Mer",80522.2,10000.0,LEFRANC Jean-Marc,Assemblée nationale,CALVADOS,UMP
2011/2163,Communauté de communes de Trévières,CALVADOS,"la construction d'une école, à Tour-en-Bessin",1996500.0,26000.0,LERFANC Jean-Marc,Assemblée nationale,,
2011/2164,Communauté de communes de Vegre et Champagne,SARTHE,l'installation d'une structure artificielle d'escalade dans le gymnase de Brûlon,25744.96,10000.0,Gouvernement,Réserve ministérielle,,
2011/2165,Communauté de communes de Villaines-la- Juhel,MAYENNE,la construction d'un pôle santé-,1928516.0,60000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2166,Communauté de communes de Vire,CALVADOS,l'acquisition de matériels destinés à la gestion des installations d'assainissement non collectif,10309.0,1300.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/2167,Communauté de communes d'Erve-et-Charnie,MAYENNE,l'acquisition de mobilier pour le centre d'accueil et de plein air de Saulges,22257.57,10000.0,BERNIER Marc,Assemblée nationale,MAYENNE,UMP
2011/2168,Communauté de communes d'Erve-et-Charnie,MAYENNE,l'extension et la rénovation du centre d'accueil et de plein air de Saulges,526181.88,80000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2169,Communauté de communes des 3B Sud- Charente,CHARENTE,l'aménagement de la zone d'activités économiques de Barret,569192.0,20000.0,MARC François,Sénat,FINISTERE,SOC
2011/2170,Communauté de communes des Avaloirs,MAYENNE,l'acquisition d'un véhicule pour le relais d'assistantes maternelles,17177.96,3000.0,GAROT Guillaume,Assemblée nationale,MAYENNE,SRC
2011/2171,Communauté de communes des Baïses,HAUTES-PYRENEES,l'installation de réserves incendie (2ème tranche),91660.0,5000.0,FORTASSIN François,Sénat,HAUTES-PYRENEES,RDSE
2011/2172,Communauté de communes des Bastides du Val d'Arrats,GERS,la construction d'un groupe scolaire et d'un réfectoire à Solomiac (2ème tranche : école maternelle),405035.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/2173,Communauté de communes des Collines du Perche,LOIR-ET-CHER,l'aménagement d'un centre d'hébergement sur le site de la Commanderie d'Arville (4ème tranche) et l'acquisition d'équipement informatique,122405.0,60000.0,FAUCHON Pierre,Sénat,LOIR-ET-CHER,UC
2011/2174,Communauté de communes des côteaux de Beauville,LOT-ET-GARONNE,la construction d'un centre d'exploitation communautaire pour la voirie,345391.75,20000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/2175,Communauté de communes des Côtes de Champagne,MARNE,la construction d'une maison médicale intercommunale à Vanault-les-Dames (2ème tranche),130068.25,48000.0,de COURSON Charles,Assemblée nationale,MARNE,NC
2011/2176,Communauté de communes des Côtes-de- Champagne,MARNE,l'aménagement de la route de Bettancourt-Rancourt,125917.0,50200.0,de COURSON Charles,Assemblée nationale,MARNE,NC
2011/2177,Communauté de communes des Crêtes Préardennaises,ARDENNES,"l'aménagement de logements dans l'ancien bâtiment mairie-école, à Saulces-Monclin",112885.62,10000.0,Gouvernement,Réserve ministérielle,,
2011/2178,Communauté de communes des Crêtes Préardennaises,ARDENNES,"l'aménagement, à Saint-Loup-Terrier, d'un logement intercommunal à l'étage de la mairie",76840.0,5000.0,LAMENIE Marc,Sénat,ARDENNES,UMP
2011/2179,Communauté de communes des Entremonts,SAVOIE,l'installation d'une station-service automatique à Saint- Pierre-d'Entremont,290211.4,40000.0,Gouvernement,Réserve ministérielle,,
2011/2180,Communauté de communes des Hautes Vallées,GERS,travaux d'aménagement du coeur de village de Saint- Blancard,459000.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/2181,Communauté de communes des Hautes Vallées,GERS,l'aménagement du coeur du village de Lalanne-Arqué,237500.0,5000.0,VALL Raymond,Sénat,GERS,RDSE
2011/2182,Communauté de communes des Hautes- Baronnies,DROME,la mise en sécurité et l'aménagement de la voie d'accès au relais de Bergiès à Barret-de-Lioure,98614.5,8000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2183,Communauté de communes des Hauts-du- Doubs,DOUBS,l'acquisition de matériel informatique pour l'école de Chaux-Neuve,11981.05,5000.0,BINETRUY Jean-Marie,Assemblée nationale,DOUBS,UMP
2011/2184,Communauté de communes des Monts-de- Châlus,HAUTE-VIENNE,l'aménagement de la Maison des services (1ère tranche),360000.0,63878.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/2185,Communauté de communes des pays d'Olt et d'Aubrac,AVEYRON,la restructuration de la salle polyvalente de Saint-Geniez d'Olt en espace culturel,872166.0,100000.0,Gouvernement,Réserve ministérielle,,
2011/2186,Communauté de communes des Terrasses du Ventoux,VAUCLUSE,la rénovation et l'extension de la crèche Auzipinous à Mormoiron,144250.0,5000.0,HAUT Claude,Sénat,VAUCLUSE,SOC
2011/2187,Communauté de communes des Terrasses et Vallées de Maintenon,EURE-ET-LOIR,l'extension de la gendarmerie de Maintenon,300000.0,10280.0,BILLARD Joël,Sénat,EURE-ET-LOIR,UMP
2011/2188,Communauté de communes des Trois Cantons,DOUBS,la construction d'un pôle des services à Colombier- Fontaine,2095815.65,10000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/2189,Communauté de communes des Trois Rivières,CALVADOS,"la reconstruction du pont sur le bief et la rénovation du pont sur la Dives, à Thiéville",183210.0,10000.0,LETEURTRE Claude,Assemblée nationale,CALVADOS,NC
2011/2190,Communauté de communes des Trois Rivières,MARNE,la construction d'un groupe scolaire à Heiltz le Maurupt,2606062.0,10000.0,OUDIT Mireille,Sénat,MARNE,UMP
2011/2191,Communauté de Communes des Vallées d'Azur,ALPES-MARITIMES,la construction d'une école à Villars-sur-Var,2250000.0,200000.0,ESTROSI Christian,Assemblée nationale,ALPES-MARITIMES,UMP
2011/2192,"Communauté de communes des Vallées de la Solre, de la Thure et de l'Helpe",NORD,l'acquisition d'une débroussailleuse,35000.0,10000.0,MARIN Christine,Assemblée nationale,NORD,UMP
2011/2193,Communauté de communes des Vallées de Thônes,HAUTE-SAVOIE,l'aménagement paysager du rond-point d'Alex,86760.0,15000.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/2194,Communauté de communes des Vals de Gartempe et Creuse,VIENNE,"l'aménagement d'une aire d'accueil des gens du voyage, à la Roche Posay",520144.6,5000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/2195,Communauté de communes des Vosges Méridionales,VOSGES,l'extension et l'aménagement de la zone d'activité intercommunale de la Croisette,1576409.9,30000.0,Gouvernement,Réserve ministérielle,,
2011/2196,Communauté de communes du bassin de Bologne-Vignory-Froncles,HAUTE-MARNE,l'acquisition de mobilier pour la maison d'accueil rural pour personnes âgées située à Froncles,23946.89,10000.0,CORNUT-GENTILLE François,Assemblée nationale,HAUTE-MARNE,UMP
2011/2197,Communauté de Communes du Beaunois,LOIRET,l'aménagement de logements sociaux à l'angle de la rue du Faubourg Boissin et de la rue de la République,862592.0,18900.0,DUBOIS Marianne,Assemblée nationale,LOIRET,UMP
2011/2198,Communauté de communes du Bernavillois,SOMME,l'équipement numérique des écoles,52108.0,20279.0,DENEUX Marcel,Sénat,SOMME,UDI
2011/2199,Communauté de communes du Berry Charentonnais,CHER,"la construction d'équipements sportifs sur les communes d'Arpheuilles, Charenton-du-Cher, Coust, Saint-Pierre-les-Etieux et Thaumiers",64362.5,10000.0,Gouvernement,Réserve ministérielle,,
2011/2200,Communauté de communes du Bocage,SEINE-ET-MARNE,la réfection du terrain de football de Flagy,5099.0,2500.0,HOUEL Mhicel,Sénat,,
