Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/6356,NERAC,LOT-ET-GARONNE,la construction et l'équipement d'un centre aquatique couvert,4017951.0,40000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/6357,NERET,INDRE,la réfection des façades de la mairie et du logement communal,35161.91,7000.0,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP
2011/6358,NERET,INDRE,l'aménagement paysager du bourg,17779.54,400.0,PINTON Louis,Sénat,INDRE,UMP
2011/6359,NERIGEAN,GIRONDE,le remplacement des huisseries de l'école (programme 2011),25628.5,6000.0,CARTRON Françoise,Sénat,GIRONDE,SOC
2011/6360,NERS,GARD,la mise en sécurité des abords de l'école,39960.0,5000.0,ROUSTAN Max,Assemblée nationale,GARD,UMP
2011/6361,NERS,GARD,l'équipement mobilier de la future école,11698.91,4000.0,FOURNIER Jean-Paul,Sénat,GARD,UMP
2011/6362,NERY,OISE,la réfection du monument aux morts au cimetière,11612.5,5000.0,DEGAUCHY Lucien,Assemblée nationale,OISE,UMP
2011/6363,NESLE-HODENG,SEINE-MARITIME,l'équipement matériel de la cantine scolaire et de la salle communale,31956.3,10000.0,ASSOULINE David,Sénat,PARIS,SOC
2011/6364,NESLE-HODENG,SEINE-MARITIME,la réfection du pont du Moulin d'Hodeng,88460.0,5000.0,MORIN-DESAILLY Catherine,Sénat,SEINE-MARITIME,UDI
2011/6365,NESLE-L'HOPITAL,SOMME,"la modernisation et la mise aux normes de la salle communale, l'aménagement de ses abords et l'acquisition d'un lave-vaisselle",13319.5,2500.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/6366,NESLES-LA-VALLEE,VAL-D'OISE,l'extension de la cantine scolaire,296140.0,81000.0,PORTELLI Hugues,Sénat,VAL-D'OISE,UMP
2011/6367,NESMY,VENDEE,l'aménagement de la rue de Lattre de Tassigny,260000.0,15000.0,CAILLAUD Dominique,Assemblée nationale,VENDEE,UMP
2011/6368,NEUF-BRISACH,HAUT-RHIN,le réaménagement de la mairie,297500.0,15000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/6369,NEUFCHELLES,OISE,l'acquisition d'un microtracteur KUBOTA STV 32,20500.0,10000.0,MARINI Philippe,Sénat,OISE,UMP
2011/6370,NEUFGRANGE,MOSELLE,"le réaménagement des allées perpendiculaires du cimetière, côté droit",32879.5,5000.0,MARC François,Sénat,FINISTERE,SOC
2011/6371,NEUFMAISONS,MEURTHE-ET-MOSELLE,"l'enfouissement des réseaux, rues du Maquis de Viombois, de Paris, de Bruxelles et de l'Eglise",134450.21,6000.0,PANIS Jacqueline,Sénat,MEURTHE-ET-MOSELLE,UMP
2011/6372,NEUFMOUTIERS-EN-BRIE,SEINE-ET-MARNE,aménagements d'accès au haut débit Internet par fibre optique,562600.0,75000.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/6373,NEUFVILLAGE,MOSELLE,la construction d'un atelier municipal et la mise en place d'une chaudière,70360.63,4500.0,MARTY Alain,Assemblée nationale,MOSELLE,UMP
2011/6374,NEUILLE,MAINE-ET-LOIRE,l'aménagement de la traversée du bourg,537435.0,15000.0,TAUGOURDEAU Jean-Charles,Assemblée nationale,MAINE-ET-LOIRE,UMP
2011/6375,NEUILLY,YONNE,la construction de nouveaux locaux scolaires et l'aménagement de la cour,246394.89,10000.0,SOISSON Jean-Pierre,Assemblée nationale,YONNE,UMP
2011/6376,NEUILLY-EN-DONJON,ALLIER,l'acquisition d'une balayeuse aligneuse,4200.0,2000.0,SCHURCH Mireille,Sénat,ALLIER,CRC
2011/6377,NEUILLY-EN-DUN,CHER,"l'enfouissement de réseaux, rue de la Mairie",32417.64,10000.0,COSYNS Louis,Assemblée nationale,CHER,UMP
2011/6378,NEUILLY-LE-REAL,ALLIER,l'acquisition de tableaux blancs interactifs,7705.0,2000.0,CHAMBEFORT Guy,Assemblée nationale,ALLIER,SRC
2011/6379,NEUILLY-PLAISANCE,SEINE-SAINT-DENIS,la réhabilitation des installations sportives du stade municipal,1027603.56,70000.0,DEMUYNCK Christian,Sénat,SEINE-SAINT-DENIS,UMP
2011/6380,NEUILLY-PLAISANCE,SEINE-SAINT-DENIS,l'installation d'un système de contrôle d'accès aux bâtiments communaux,144631.0,10000.0,DEMUYNCK Christian,Sénat,SEINE-SAINT-DENIS,UMP
2011/6381,NEULLES,CHARENTE-MARITIME,la réfection de l'installation électrique de la mairie,3332.0,1666.0,BUSSEREAU Dominique,Assemblée nationale,CHARENTE-MARITIME,UMP
2011/6382,NEUNKIRCHEN-LES-BOUZONVILLE,MOSELLE,l'aménagement d'un placard dans la salle de conseil de la mairie,5202.0,2000.0,MASSON Jean-Louis,Sénat,,
2011/6383,NEUNKIRCHEN-LES-BOUZONVILLE,MOSELLE,"le remplacement d'un poteau incendie, rue de la Douane",2690.95,1345.0,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC
2011/6384,NEUVE-CHAPELLE,PAS-DE-CALAIS,l'aménagement de bureaux dans l'annexe et dans les combles de la mairie,55841.0,20000.0,Gouvernement,Réserve ministérielle,,
2011/6385,NEUVIC,CORREZE,la mise en place d'une signalétique dans le cadre de l'aménagement d'un parcours statuaire,53600.0,10720.0,BOURZAI Bernadette,Sénat,CORREZE,SOC
2011/6386,NEUVILLE,PUY-DE-DOME,l'enfouissement des réseaux et la réfection de la chaussée (1ère phase),10390.0,5000.0,NERI Alain,Assemblée nationale,PUY-DE-DOME,SRC
2011/6387,NEUVILLE-AUX-BOIS,LOIRET,l'aménagement de la place du Général Leclerc (tranches ferme et conditionnelles),2346660.0,50000.0,DUBOIS Marianne,Assemblée nationale,LOIRET,UMP
2011/6388,NEUVILLE-DAY,ARDENNES,la mise aux normes de la signalétique routière et la pose de plaques de rues et de numéros d'habitations,5120.9,2560.0,LAMENIE Marc,Sénat,ARDENNES,UMP
2011/6389,NEUVILLE-EN-AVESNOIS,NORD,"la réfection des trottoirs, rues Foch, Basse et Pasteur",150132.5,7500.0,LEGENDRE Jcaques,Sénat,,
2011/6390,NEUVILLE-EN-FERRAIN,NORD,la mise en place d'un réseau WIFI destiné à centraliser les images de vidéo-surveillance,40730.0,20000.0,DESMARESCAUX Sylvie,Sénat,NORD,NI
2011/6391,NEUVILLE-LEZ-BEAULIEU,ARDENNES,l'acquisition d'un tracteur,5000.0,2500.0,HURE Benoît,Sénat,ARDENNES,UMP
2011/6392,NEUVILLE-LEZ-BEAULIEU,ARDENNES,la restauration du Monument aux Morts de Beaulieu,1255.0,564.0,HURE Benoît,Sénat,ARDENNES,UMP
2011/6393,NEUVILLER-LES-BADONVILLER,MEURTHE-ET-MOSELLE,l'aménagement d'une aire de jeux aux abords de la salle polyvalente,7736.21,2700.0,LAMBLIN Jacques,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP
2011/6394,NEUVILLE-SAINT-AMAND,AISNE,la réfection du parvis de l'église,26581.0,9000.0,BERTRAND Xavier,Assemblée nationale,AISNE,UMP
2011/6395,NEUVILLE-SOUS-MONTREUIL,PAS-DE-CALAIS,"l'aménagement de la route départementale n°901e2, rue de Boulogne (tranches ferme et conditionnelle)",346344.5,5000.0,FASQUELLE Daniel,Assemblée nationale,PAS-DE-CALAIS,UMP
2011/6396,NEUVILLE-SUR-AIN,AIN,la rénovation du théâtre de Thol,83760.0,15000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/6397,NEUVILLE-SUR-AUTHOU,EURE,l'aménagement d'un parking devant l'école,13971.93,4000.0,NICOLAS Jean-Pierre,Assemblée nationale,EURE,UMP
2011/6398,NEUVILLE-SUR-BRENNE,INDRE-ET-LOIRE,la construction d'un local technique commun pour la mairie et le comité des fêtes,30253.44,15000.0,GREFF Claude,Assemblée nationale,INDRE-ET-LOIRE,UMP
2011/6399,NEUVILLE-SUR-SAONE,RHONE,la rénovation du monument aux morts situé Parc d'Ombreval,68310.0,9500.0,COCHET Philippe,Assemblée nationale,RHONE,UMP
2011/6400,NEUVILLE-SUR-SARTHE,SARTHE,la construction d'une station d'épuration,1399500.0,40000.0,Gouvernement,Réserve ministérielle,,
2011/6401,NEUVY,LOIR-ET-CHER,l'acquisition d'un tableau blanc interactif,3229.0,1614.0,MARTIN-LALANDE Patrice,Assemblée nationale,LOIR-ET-CHER,UMP
2011/6402,NEUVY,LOIR-ET-CHER,l'aménagement d'un plateau trapézoïdal aux abords de l'école,12606.0,3000.0,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI
2011/6403,NEUVY-EN-BEAUCE,EURE-ET-LOIR,la réfection du clocher de l'église et divers travaux de maçonnerie,18457.1,9228.0,VIGIER Philippe,Assemblée nationale,EURE-ET-LOIR,NC
2011/6404,NEUVY-EN-DUNOIS,EURE-ET-LOIR,la pose de panneaux photovoltaïques sur la toiture de la mairie,89219.0,20000.0,VIGIER Philippe,Assemblée nationale,EURE-ET-LOIR,NC
2011/6405,NEUVY-PAILLOUX,INDRE,la construction d'une nouvelle station d'épuration,1009000.0,50000.0,Gouvernement,Réserve ministérielle,,
2011/6406,NEUVY-PAILLOUX,INDRE,"l'aménagement de trottoirs et de parkings et la pose de candélabres, rues de l'Aubépine, des Eglantines et des Lauriers",109484.73,10000.0,PINTON Louis,Sénat,INDRE,UMP
2011/6407,NEUWILLER,HAUT-RHIN,l'installation d'une sonorisation à l'église,4671.65,2000.0,TROENDLE Catherine,Sénat,HAUT-RHIN,UMP
2011/6408,NEVERS,NIEVRE,l'aménagement d'un poumon vert dans le quartier de la Baratte (1ère tranche),250836.12,110899.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/6409,NEVERS,NIEVRE,l'aménagement d'un terrain en gazon synthétique sur le site des annexes du stade du Pré Fleuri,612487.0,111873.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/6410,NEVERS,NIEVRE,l'élaboration d'une étude générale de circulation préalable à l'aménagement de la place Carnot (tranche ferme),126000.0,62709.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/6411,NEYRON,AIN,la construction d'un court de tennis couvert,221070.0,9000.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/6412,NEYRON,AIN,l'acquisition de défibrillateurs cardiaques automatiques,3038.1,1519.0,GOY-CHAVENT Sylvie,Sénat,AIN,UDI
2011/6413,NEZEL,YVELINES,l'aménagement de la sente des Hamards,67925.75,13000.0,PRIMAS Sophie,Assemblée nationale,YVELINES,UMP
2011/6414,NIDERHOFF,MOSELLE,"l'aménagement de bordures et de trottoirs, rue de l'Eglise",30462.5,4000.0,LEROY Philippe,Sénat,MOSELLE,UMP
2011/6415,NIDERVILLER,MOSELLE,l'extension du columbarium,4933.11,2200.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/6416,NIDERVILLER,MOSELLE,l'aménagement d'une aire de jeux,8759.95,4300.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/6417,NIEDERENTZEN,HAUT-RHIN,l'aménagement d'un plateau sportif et d'aires de jeux,87678.2,20000.0,TROENDLE Catherine,Sénat,HAUT-RHIN,UMP
2011/6418,NIEDERSTINZEL,MOSELLE,"la réfection de la voirie, la création de trottoirs, l'enrochement d'un mur de soutènement, la réhabilitation des ateliers municipaux et divers aménagements paysagers",53495.0,7000.0,MARTY Alain,Assemblée nationale,MOSELLE,UMP
2011/6419,NIEDERVISSE,MOSELLE,la réfection du système de chauffage du complexe de la salle des fêtes-mairie-école,27824.0,5000.0,WOJCIECHOWSKI André,Assemblée nationale,MOSELLE,UMP
2011/6420,NIEDERVISSE,MOSELLE,la réfection de la salle des fêtes,7786.77,3000.0,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV
2011/6421,NIHERNE,INDRE,l'extension et l'aménagement des vestiaires du stade,269700.0,15000.0,SAPIN Michel,Assemblée nationale,INDRE,SRC
2011/6422,NILVANGE,MOSELLE,la construction de deux courts de tennis extérieurs et la rénovation du court de tennis couvert au complexe sportif Jean Grob,187682.0,15000.0,LIEBGOTT Michel,Assemblée nationale,MOSELLE,SRC
2011/6423,NITRY,YONNE,la construction d'une salle polyvalente,1151180.0,20000.0,ROLLAND Jean-Marie,Assemblée nationale,YONNE,UMP
2011/6424,NITTING,MOSELLE,l'aménagement d'une nouvelle mairie,50700.0,3000.0,LEROY Philippe,Sénat,MOSELLE,UMP
2011/6425,NIVILLERS,OISE,l'aménagement d'une aire de jeux,8229.0,4100.0,DASSAULT Olivier,Assemblée nationale,OISE,UMP
2011/6426,NOAILLES,OISE,l'acquisition de matériel pour les services techniques,11487.08,5743.0,MANCEL Jean-François,Assemblée nationale,OISE,UMP
2011/6427,NOAILLES,OISE,l'aménagement de places de parking sur la RD 1001,11516.8,5000.0,MARINI Philippe,Sénat,OISE,UMP
2011/6428,NOAILLES,OISE,"la réalisation d'un diagnostic environnemental, rue du Chemin de la Messe",19950.0,7500.0,MARINI Philippe,Sénat,OISE,UMP
2011/6429,NOAILLES,OISE,la réfection des courts de tennis,36837.84,12500.0,MARINI Philippe,Sénat,OISE,UMP
2011/6430,NOAILLY,LOIRE,la réfection de l'installation électrique de l'église,21155.82,10000.0,Gouvernement,Réserve ministérielle,,
2011/6431,NOAILLY,LOIRE,la réfection des murs de la Maison du Temps Libre,9224.6,3000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/6432,NOE-LES-MALLETS,AUBE,la réhabilitation de la mairie,194324.89,5000.0,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP
2011/6433,NOE-LES-MALLETS,AUBE,la construction d'une salle polyvalente,392960.28,12000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/6434,NOGENT-SUR-LOIR,SARTHE,la réfection de la toiture de l'école Emile Fétick,17467.35,8500.0,PAVY-MORANCAIS Béatrice,Assemblée nationale,,
2011/6435,NOGENT-SUR-MARNE,VAL-DE-MARNE,"la réfection de la chaussée, rue Agnès Sorel",408982.79,100000.0,MARTIN Jacques J.P.,Assemblée nationale,,
2011/6436,NOGENT-SUR-MARNE,VAL-DE-MARNE,l'aménagement d'un fitness parc et d'un parcours de santé en bords de Marne,43603.38,20000.0,PROCACCIA Catherine,Sénat,VAL-DE-MARNE,UMP
2011/6437,NOINTEL,VAL-D'OISE,"l'aménagement des allées, la construction d'un caveau communal et la réfection de l'ancien caveau au cimetière et la création d'un trottoir, rue de verdun",98586.7,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/6438,NOINTEL,OISE,la réfection d'un vitrail à l'église,2652.9,1326.0,COURTIAL Edouard,Assemblée nationale,OISE,UMP
2011/6439,NOIREMONT,OISE,la stabilisation des maçonneries du pignon ouest de l'église,57148.17,10000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/6440,NOIRMOUTIER-EN-L'ILE,VENDEE,la réhabilitation de l'estacade du Bois de la Chaise,1517200.0,50000.0,GUEDON Louis,Assemblée nationale,VENDEE,UMP
2011/6441,NOIRON-SUR-BEZE,COTE-D'OR,l'acquisition d'un tracteur équipé et d'une balayeuse,19390.0,9695.0,REBSAMEN François,Sénat,COTE-D'OR,SOC
2011/6442,NOIRONTE,DOUBS,"le remplacement des chaudières des appartements communaux situés 2, chemin de Lambon",12285.0,1800.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/6443,NOISEAU,VAL-DE-MARNE,l'extension de l'école primaire Jean Jaurès,1197200.0,25000.0,JEGOU Jean-Jacques,Sénat,VAL-DE-MARNE,UC
2011/6444,NOISEAU,VAL-DE-MARNE,"l'installation de l'éclairage public sur la future liaison douce, rue Edouard Branly",100000.0,30000.0,LAGAUCHE Serge,Sénat,VAL-DE-MARNE,SOCV
2011/6445,NOISSEVILLE,MOSELLE,la réfection de la rue des Fleurs,176960.5,7000.0,ZIMMERMANN Marie-Jo,Assemblée nationale,MOSELLE,UMP
2011/6446,NOISY-LE-GRAND,SEINE-SAINT-DENIS,la réhabilitation de l'aire de jeux du Champy,42034.0,20000.0,PAJON Michel,Assemblée nationale,SEINE-SAINT-DENIS,SRC
2011/6447,NOISY-LE-SEC,SEINE-SAINT-DENIS,la réhabilitation de la piscine Edouard Herriot (2ème tranche),276773.93,50000.0,DEMUYNCK Christian,Sénat,SEINE-SAINT-DENIS,UMP
2011/6448,NOISY-RUDIGNON,SEINE-ET-MARNE,l'aménagement d'une aire de jeux,33545.8,12800.0,JULIA Didier,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/6449,NOISY-SUR-OISE,VAL-D'OISE,l'acquisition de matériel informatique pour l'école communale,4616.14,2300.0,PONIATOWSKI Axel,Assemblée nationale,VAL-D'OISE,UMP
2011/6450,NOIZAY,INDRE-ET-LOIRE,l'équipement numérique d'une classe,12124.33,5000.0,GREFF Claude,Assemblée nationale,INDRE-ET-LOIRE,UMP
2011/6451,NOMMAY,DOUBS,la réhabilitation de la salle Jacques Prévert,143745.0,3500.0,MOSCOVICI Pierre,Assemblée nationale,DOUBS,SRC
2011/6452,NONANCOURT,EURE,"la pose de coussins berlinois, rue Georges Cloarec",8296.0,1000.0,PONIATOWSKI Ladislas,Sénat,EURE,UMP
2011/6453,NONANT-LE-PIN,ORNE,la construction d'une supérette multiservices,240375.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/6454,NONETTE,PUY-DE-DOME,l'extension du cimetière,60404.2,6000.0,Gouvernement,Réserve ministérielle,,
2011/6455,NONGLARD,HAUTE-SAVOIE,la construction d'un parking relais aux abords de la salle des fêtes,209917.44,50000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/6456,NONVILLE,VOSGES,"la réfection de l'éclairage public, rue du Conot et rue Haute",57484.0,5000.0,GAULTIER Jean-Jacques,Assemblée nationale,VOSGES,UMP
2011/6457,NONVILLE,SEINE-ET-MARNE,"l'installation d'un abribus, place de la mairie",8057.98,4000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/6458,NONVILLE,VOSGES,la rénovation d'un logement et la réfection de la toiture de la mairie,89850.0,8000.0,PIERRE Jackie,Sénat,VOSGES,UMP
2011/6459,NONZEVILLE,VOSGES,l'aménagement de trois logements communaux dans le bâtiment de la mairie,242434.78,20000.0,CHERPION Gérard,Assemblée nationale,VOSGES,UMP
2011/6460,NORDHOUSE,BAS-RHIN,la construction de locaux administratifs pour la mairie,794314.0,50000.0,GRIGNON Francis,Sénat,BAS-RHIN,UMP
2011/6461,NORGES-LA-VILLE,COTE-D'OR,l'installation d'un chauffage gaz et la mise en place d'un système de volée électronique pour la petite cloche à l'église,13355.83,4700.0,DEPIERRE Bernard,Assemblée nationale,COTE-D'OR,UMP
2011/6462,NORMANVILLE,EURE,"la construction d'un centre de loisirs, d'une bibliothèque et de locaux associatifs et la requalification des espaces publics du centre bourg",1926620.67,25000.0,Gouvernement,Réserve ministérielle,,
2011/6463,NORMANVILLE,EURE,travaux d'éclairage public au Domaine des Pêcheurs,6697.69,2500.0,PONIATOWSKI Ladislas,Sénat,EURE,UMP
2011/6464,NOROLLES,CALVADOS,l'acquisition d'un tracteur tondeuse,3377.93,1500.0,AMELINE Nicole,Assemblée nationale,CALVADOS,UMP
2011/6465,NOROLLES,CALVADOS,l'installation de panneaux indicateurs et de numéros d'habitations,1993.27,900.0,DUPONT Ambroise,Sénat,CALVADOS,UMP
2011/6466,NOROLLES,CALVADOS,l'acquisition de matériel de sonorisation,1610.0,700.0,DUPONT Jean-Léonce,Sénat,CALVADOS,UDI
2011/6467,NORON-LA-POTERIE,CALVADOS,"l'effacement des réseaux à l'entrée du bourg, côté Bayeux",79289.48,5000.0,DUPONT Jean-Léonce,Sénat,CALVADOS,UDI
2011/6468,NORROY-LE-SEC,MEURTHE-ET-MOSELLE,la requalification de la rue Pasteur,45000.0,4000.0,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC
2011/6469,NORROY-LE-SEC,MEURTHE-ET-MOSELLE,la construction d'une station d'épuration,115818.0,10000.0,DIDIER Evelyne,Sénat,MEURTHE-ET-MOSELLE,CRC
2011/6470,NORROY-LE-VENEUR,MOSELLE,l'enfouissement des réseaux secs dans le quartier de Snorroy,480647.0,40000.0,Gouvernement,Réserve ministérielle,,
2011/6471,NORROY-LE-VENEUR,MOSELLE,la requalification de la cour de l'école,49110.0,4000.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/6472,NORTKERQUE,PAS-DE-CALAIS,la construction d'un couloir préau à l'école élémentaire,74730.0,25000.0,Gouvernement,Réserve ministérielle,,
2011/6473,NORTKERQUE,PAS-DE-CALAIS,"le remplacement des menuiseries de la salle communale, de la salle de musique et de l'église",15530.87,7765.0,HENNERON Françoise,Sénat,PAS-DE-CALAIS,UMP
2011/6474,NOSTANG,MORBIHAN,l'aménagement du centre bourg (1ère tranche),526940.0,15000.0,GRALL Michel,Assemblée nationale,MORBIHAN,UMP
2011/6475,NOTRE-DAME-DE-BELLECOMBE,SAVOIE,l'aménagement du réseau d'assainissement d'eau potable du hameau de Chéloup (2ème tranche) et le renforcement de sa défense incendie,152444.66,20000.0,Gouvernement,Réserve ministérielle,,
2011/6476,NOTRE-DAME-DE-BOISSET,LOIRE,l'aménagement de l'entrée du bourg et de la place de la mairie-église,294500.0,10000.0,LONGERE Christiane,Sénat,LOIRE,UMP
2011/6477,NOTRE-DAME-DE-RIEZ,VENDEE,l'aménagement de la zone de loisirs des Peupliers et la pose d'une passerelle de franchissement du Ligneron,93571.8,25000.0,GUEDON Louis,Assemblée nationale,VENDEE,UMP
2011/6478,NOTRE-DAME-DE-SANILHAC,DORDOGNE,la réhabilitation et l'extension de la salle de sports,414000.0,10000.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/6479,NOTTONVILLE,EURE-ET-LOIR,la réfection des allées du cimetière,31747.5,10000.0,de MONTGOLFIER Albéric,Sénat,EURE-ET-LOIR,UMP
2011/6480,NOUAN-LE-FUZELIER,LOIR-ET-CHER,l'acquisition d'un tableau blanc interactif,7318.0,3659.0,MARTIN-LALANDE Patrice,Assemblée nationale,LOIR-ET-CHER,UMP
2011/6481,NOUIC,HAUTE-VIENNE,"l'aménagement des abords de l'église, secteur nord- ouest",30307.09,15000.0,DEMERLIAT Jean-Pierre,Sénat,HAUTE-VIENNE,SOC
2011/6482,NOUILLONPONT,MEUSE,l'aménagement du parking de la salle des fêtes,19160.0,4000.0,DUMONT Jean-Louis,Assemblée nationale,MEUSE,SRC
2011/6483,NOURARD-LE-FRANC,OISE,l'installation d'une pompe à chaleur dans la salle polyvalente,11000.0,2500.0,DASSAULT Olivier,Assemblée nationale,OISE,UMP
2011/6484,NOURARD-LE-FRANC,OISE,la restauration des statues de l'église (2ème tranche),3400.0,1700.0,MARINI Philippe,Sénat,OISE,UMP
2011/6485,NOUSSEVILLER-LES-BITCHE,MOSELLE,l'aménagement d'une aire de jeux,29584.5,5820.0,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC
2011/6486,NOUSSEVILLER-SAINT-NABOR,MOSELLE,la rénovation du local des arboriculteurs,18000.0,7000.0,LANG Pierre,Assemblée nationale,MOSELLE,UMP
2011/6487,NOVACELLES,PUY-DE-DOME,la restauration des cloches de l'église,6503.8,3250.0,CHASSAIGNE André,Assemblée nationale,PUY-DE-DOME,GDR
2011/6488,NOVALAISE,SAVOIE,l'aménagement d'une salle destinée à l'école de musique dans la maison des associations,45959.1,20000.0,DORD Dominique,Assemblée nationale,SAVOIE,UMP
2011/6489,NOVEANT-SUR-MOSELLE,MOSELLE,la réfection des canalisations d'eau potable de la station de la Barre,15980.0,2000.0,MASSON Jean-Louis,Sénat,,
2011/6490,NOVILLARD,TERRITOIRE DE BELFORT,la réfection et la mise en sécurité de la Grand'Rue,28797.6,14000.0,Gouvernement,Réserve ministérielle,,
2011/6491,NOVILLARD,TERRITOIRE DE BELFORT,l'aménagement d'une aire d'accueil et de pique-nique,3330.7,1665.0,Gouvernement,Réserve ministérielle,,
2011/6492,NOYANT-DE-TOURAINE,INDRE-ET-LOIRE,la réfection de la façade sud et du clocher de l'église,58140.0,10000.0,LECLERC Dominique,Sénat,INDRE-ET-LOIRE,UMP
2011/6493,NOYELLES-GODAULT,PAS-DE-CALAIS,l'acquisition de matériel informatique et divers,20114.46,6000.0,VANLERENBERGHE Jean-Marie,Sénat,PAS-DE-CALAIS,UDI
2011/6494,NOYELLES-SOUS-LENS,PAS-DE-CALAIS,la construction d'un centre technique municipal,1864642.0,2700.0,DELCOURT Guy,Assemblée nationale,PAS-DE-CALAIS,SRC
