longitude, latitude, nom
4.87892, 43.97895, "[McDo] 84 Le Pontet (C.Cial Avignon Nord) (D-K- )"
4.86045, 43.98310, "[McDo] 84 Le Pontet (RN7) (D- - )"
4.85830, 43.95110, "[McDo] 84 Le Pontet (Réalpanier) (D- -W)"
4.85867, 43.92221, "[McDo] 84 Montfavet (Avignon La Cristole) (D- -W)"
4.79930, 44.13595, "[McDo] 84 Orange (D- -W)"
5.50160, 43.68150, "[McDo] 84 Pertuis (D- -W)"
5.00690, 44.38640, "[McDo] 84 Valréas (D- -W)"
-1.59067, 46.73280, "[McDo] 85 Aizenay (D- -W)"
-1.33149, 46.97066, "[McDo] 85 Boufféré (C.Cial Super U) (D- -W)"
-1.89594, 46.85436, "[McDo] 85 Challans (D- - )"
-1.74680, 46.48830, "[McDo] 85 Château-d'Olonne (D- -W)"
-0.80579, 46.45238, "[McDo] 85 Fontenay-le-Comte (C.Cial Hyper U) (D- -W)"
-1.43059, 46.69850, "[McDo] 85 La Roche-sur-Yon (C.Cial Les Flaneries) (D-K-W)"
-1.43592, 46.64695, "[McDo] 85 La Roche-sur-Yon (Leclerc) (D- -W)"
-1.02570, 46.87468, "[McDo] 85 Les Herbiers (D- -W)"
-1.13510, 46.46131, "[McDo] 85 Luçon (D- -W)"
-1.91430, 46.69341, "[McDo] 85 Saint Gilles-Croix-de-Vie (D- -W)"
0.36306, 46.64611, "[McDo] 86 Chasseneuil-du-Poitou (D- -W)"
0.54650, 46.83923, "[McDo] 86 Chatellerault (D- -W)"
0.29960, 46.54781, "[McDo] 86 Poitiers (Croutelle) (D- -W)"
0.37130, 46.57303, "[McDo] 86 Poitiers (D- -W)"
1.11680, 45.79996, "[McDo] 87 Aixe-sur-Vienne (D- -W)"
1.30588, 45.78102, "[McDo] 87 Le Vigen (D- - )"
1.29051, 45.88042, "[McDo] 87 Limoges (Beaubreuil-C.Cial Cora) (D-K- )"
1.27309, 45.83318, "[McDo] 87 Limoges (Casseaux) (D-K- )"
1.24478, 45.84853, "[McDo] 87 Limoges (D- - )"
1.28184, 45.89475, "[McDo] 87 Limoges (Family Village) (D-K- )"
1.25762, 45.81159, "[McDo] 87 Limoges (Nexon) (D- - )"
0.92117, 45.89696, "[McDo] 87 Saint Junien (D- - )"
6.47583, 48.19722, "[McDo] 88 Epinal (Jeuxey) (D- -W)"
6.41869, 48.19122, "[McDo] 88 Golbey (Epinal Golbey) (D- -W)"
5.70694, 48.37056, "[McDo] 88 Neufchâteau (D- -W)"
6.96045, 48.27760, "[McDo] 88 Saint Dié-des-Vosges (D- - )"
6.93861, 48.29222, "[McDo] 88 Saint Dié-des-Vosges (Hellieule) (D- -W)"
6.61384, 48.01681, "[McDo] 88 Saint Etienne-lès-Remiremont (D- -W)"
3.56422, 47.81451, "[McDo] 89 Auxerre (Clairions) (D- -W)"
3.90780, 47.49966, "[McDo] 89 Avallon (D- -W)"
3.38002, 47.97878, "[McDo] 89 Joigny (D- -W)"
3.30452, 48.19342, "[McDo] 89 Sens (Champs Plaisants) (D- -W)"
3.27656, 48.20543, "[McDo] 89 Sens (D- -W)"
6.85887, 47.59953, "[McDo] 90 Andelnans (Belfort-Andelnans) (D- -W)"
6.91222, 47.64194, "[McDo] 90 Bessoncourt (D- -W)"
2.37185, 48.70925, "[McDo] 91 Athis-Mons (Drive) (D- -W)"
2.23010, 48.56845, "[McDo] 91 Avrainville (D- -W)"
2.53447, 48.68362, "[McDo] 91 Boussy-Saint-Antoine (D- -W)"
2.30235, 48.58771, "[McDo] 91 Brétigny-sur-Orge (D- -W)"
2.29912, 48.71590, "[McDo] 91 Chilly-Mazarin (D- -W)"
2.45567, 48.61418, "[McDo] 91 Corbeil-Essonnes (D- -W)"
2.33738, 48.66894, "[McDo] 91 Epinay-sur-Orge (D- -W)"
2.17096, 48.43363, "[McDo] 91 Etampes (D- -W)"
2.42788, 48.63045, "[McDo] 91 Evry (D- -W)"
2.37107, 48.62330, "[McDo] 91 Fleury-Mérogis (Francilienne) (D- -W)"
2.10586, 48.70220, "[McDo] 91 Gif-sur-Yvette (D- - )"
2.39363, 48.66945, "[McDo] 91 Grigny (D- -W)"
2.35103, 48.49943, "[McDo] 91 Itteville (D- -W)"
2.16981, 48.67756, "[McDo] 91 Les Ulis (C.Cial Ulis 2) ( - -W)"
2.27642, 48.72359, "[McDo] 91 Massy (C.Cial Cora) ( - -W)"
2.24110, 48.73000, "[McDo] 91 Massy (Le Pileu) (D- -W)"
2.44492, 48.56612, "[McDo] 91 Mennecy (Montvrain) (D- -W)"
2.44016, 48.71467, "[McDo] 91 Montgeron (C.Cial Valdoly) (D- - )"
2.27323, 48.65098, "[McDo] 91 Montlhéry (D- -W)"
2.33802, 48.69306, "[McDo] 91 Morangis (D- -W)"
2.49230, 48.63057, "[McDo] 91 Saint Germain-lès-Corbeil (D- -W)"
2.32046, 48.63859, "[McDo] 91 Saint Michel-sur-Orge (D- - )"
2.27675, 48.67095, "[McDo] 91 Saulx-les-Chartreux (Ville du Bois) (D- -W)"
2.41734, 48.69953, "[McDo] 91 Vigneux-sur-Seine (D- - )"
2.44364, 48.59541, "[McDo] 91 Villabé (Aire de repos A6) (D- -W)"
2.44769, 48.58470, "[McDo] 91 Villabé (C.Cial) ( - -W)"
2.25365, 48.70368, "[McDo] 91 Villebon-sur-Yvette (D- -W)"
2.20564, 48.68343, "[McDo] 91 Villejust (Courtaboeuf) (D- -W)"
2.37564, 48.66159, "[McDo] 91 Viry-Chatillon (Moulin de Viry) (D- -W)"
2.49648, 48.70759, "[McDo] 91 Yerres (D- -W)"
2.30119, 48.75416, "[McDo] 92 Antony ( -K-W)"
2.28518, 48.90681, "[McDo] 92 Asnières-sur-Seine (Centre) ( - -W)"
2.28229, 48.93155, "[McDo] 92 Asnières-sur-Seine (Stade) (D- -W)"
2.24348, 48.83388, "[McDo] 92 Boulogne-Billancourt ( -K-W)"
2.29502, 48.80805, "[McDo] 92 Châtillon (D- -W)"
2.25544, 48.78670, "[McDo] 92 Clamart (D- -W)"
2.30386, 48.90285, "[McDo] 92 Clichy (La Garenne) ( - -W)"
2.25440, 48.92330, "[McDo] 92 Colombes ( - -W)"
2.23428, 48.91088, "[McDo] 92 Colombes (BP) (D- -W)"
2.24884, 48.89606, "[McDo] 92 Courbevoie ( - -W)"
2.29165, 48.92486, "[McDo] 92 Gennevilliers (Carrefour) ( - -W)"
2.30450, 48.93860, "[McDo] 92 Gennevilliers (Gare) (D- -W)"
2.27850, 48.82690, "[McDo] 92 Issy-les-Moulineaux ( - -W)"
2.25175, 48.82063, "[McDo] 92 Issy-les-Moulineaux (Trois Moulins) ( - -W)"
2.23719, 48.89110, "[McDo] 92 La Défense (Le Dome-C.Cial 4 Temps-Niv.3) ( - -W)"
2.29081, 48.89145, "[McDo] 92 Levallois-Perret ( - -W)"
2.19483, 48.88523, "[McDo] 92 Nanterre (N13) (D- -W)"
2.22556, 48.90127, "[McDo] 92 Nanterre (Préfecture) (D- -W)"
2.27167, 48.88148, "[McDo] 92 Neuilly-sur-Seine ( - -W)"
2.23882, 48.88157, "[McDo] 92 Puteaux ( - -W)"
2.22718, 48.87036, "[McDo] 92 Suresnes ( - -W)"
2.20610, 48.82219, "[McDo] 92 Sèvres ( - -W)"
2.29918, 48.82436, "[McDo] 92 Vanves (Porte de Brancion) (D- -W)"
2.33279, 48.93445, "[McDo] 92 Villeneuve-la-Garenne ( - -W)"
2.38047, 48.91307, "[McDo] 93 Aubervilliers (Marché) (D- -W)"
2.48254, 48.93021, "[McDo] 93 Aulnay-sous-Bois (A3) (D- -W)"
2.47595, 48.95803, "[McDo] 93 Aulnay-sous-bois (C.Cial Parinor I) ( -K-W)"
2.41631, 48.86533, "[McDo] 93 Bagnolet (C.Cial Bel Est) ( -K-W)"
2.44822, 48.90656, "[McDo] 93 Bobigny (C.Cial Bobigny 2) ( - -W)"
2.41769, 48.91732, "[McDo] 93 Bobigny (Illustration) (D- -W)"
2.48944, 48.90750, "[McDo] 93 Bondy (D- -W)"
2.54944, 48.90500, "[McDo] 93 Clichy-sous-Bois (D- -W)"
2.32972, 48.95801, "[McDo] 93 Epinay-sur-Seine (Gare) (D- -W)"
2.39939, 48.93176, "[McDo] 93 La Courneuve (Carrefour du Chêne) (D- - )"
2.41822, 48.92831, "[McDo] 93 La Courneuve (D- -W)"
2.41605, 48.88000, "[McDo] 93 Les Lilas ( -K-W)"
2.55300, 48.92861, "[McDo] 93 Livry-Gargan (RN3) (D- -W)"
2.51797, 48.90802, "[McDo] 93 Livry-Gargan (République) ( - -W)"
2.54345, 48.83858, "[McDo] 93 Noisy-le-Grand (C.Cial Les Arcades) ( - -W)"
2.56151, 48.83444, "[McDo] 93 Noisy-le-Grand (Montfort) (D- -W)"
2.44424, 48.89210, "[McDo] 93 Noisy-le-Sec (D- -W)"
2.47387, 48.88540, "[McDo] 93 Rosny-sous-Bois (C.Cial Rosny II) (D-K-W)"
2.47459, 48.87741, "[McDo] 93 Rosny-sous-Bois (Golf) (D- -W)"
2.35640, 48.93836, "[McDo] 93 Saint Denis (Basilique) ( - -W)"
2.35200, 48.93686, "[McDo] 93 Saint Denis (République) ( - -W)"
2.36278, 48.92123, "[McDo] 93 Saint Denis (Stade de France) (D- -W)"
2.33185, 48.90613, "[McDo] 93 Saint Ouen ( - -W)"
2.52655, 48.93893, "[McDo] 93 Sevran (D- -W)"
2.37645, 48.94780, "[McDo] 93 Stains (St Léger) (D- - )"
2.56303, 48.95421, "[McDo] 93 Villepinte (Tremblay-en-France) (D- -W)"
2.32816, 48.81060, "[McDo] 94 Arcueil (C.Cial de la Vache Noire) ( - -W)"
2.48480, 48.76744, "[McDo] 94 Bonneuil-sur-Marne (D- -W)"
2.32071, 48.79237, "[McDo] 94 Cachan ( - -W)"
2.50892, 48.81451, "[McDo] 94 Champigny-sur-Marne (Jean Jaurès) ( - -W)"
2.41443, 48.82098, "[McDo] 94 Charenton-le-Pont ( - -W)"
2.39443, 48.82511, "[McDo] 94 Charenton-le-Pont (C.Cial Bercy 2) ( - -W)"
2.53446, 48.80537, "[McDo] 94 Chennevières-sur-Marne (D- -W)"
2.36742, 48.76276, "[McDo] 94 Chevilly-Larue (D- -W)"
2.39992, 48.77396, "[McDo] 94 Choisy-le-Roi (D- -W)"
2.45999, 48.78518, "[McDo] 94 Créteil (Centre) (D- -W)"
2.43607, 48.78519, "[McDo] 94 Créteil (RN6) (D- -W)"
2.45801, 48.78022, "[McDo] 94 Créteil (Soleil) ( -K-W)"
2.48596, 48.85434, "[McDo] 94 Fontenay-sous-Bois ( -K-W)"
2.39590, 48.81906, "[McDo] 94 Ivry-sur-Seine (C.Cial Grand Ciel) ( - -W)"
2.47599, 48.82016, "[McDo] 94 Joinville-le-Pont (D- -W)"
2.48714, 48.83805, "[McDo] 94 Nogent-sur-Marne ( - -W)"
2.41052, 48.74514, "[McDo] 94 Orly (Ville) (D- -W)"
2.55265, 48.79458, "[McDo] 94 Ormesson-sur-Marne (D- -W)"
2.34675, 48.75607, "[McDo] 94 Rungis (D- -W)"
2.47144, 48.80995, "[McDo] 94 Saint Maur-des-Fossés ( - -W)"
2.37268, 48.75606, "[McDo] 94 Thiais (Belle Epine) ( - -W)"
2.36991, 48.79199, "[McDo] 94 Villejuif (Maxime Gorki) (D- -W)"
2.43453, 48.72862, "[McDo] 94 Villeneuve-le-Roi (D- - )"
2.44295, 48.76175, "[McDo] 94 Villeneuve-Saint-Georges (D- -W)"
2.43685, 48.84721, "[McDo] 94 Vincennes ( - -W)"
2.41251, 48.79545, "[McDo] 94 Vitry-sur-Seine (Leclerc) (D- -W)"
2.25225, 48.94500, "[McDo] 95 Argenteuil ( - -W)"
2.20650, 48.94851, "[McDo] 95 Argenteuil (Les Indes) (D- -W)"
2.21860, 48.92281, "[McDo] 95 Bezons (Pont de Bezons) (D- -W)"
2.07896, 49.03868, "[McDo] 95 Cergy (C.Cial 3 Fontaines) ( - - )"
2.08240, 49.03908, "[McDo] 95 Cergy (Cergy Pontoise Kiosque-C.Cial 3 fontaines) ( - -W)"
2.07202, 49.04224, "[McDo] 95 Cergy (Pontoise) (D- -W)"
2.30675, 48.97051, "[McDo] 95 Enghien-les-Bains ( - -W)"
2.09493, 49.01837, "[McDo] 95 Eragny-sur-Oise (D- -W)"
2.39973, 48.96194, "[McDo] 95 Garges-les-Gonesses (D- -W)"
2.43370, 48.99100, "[McDo] 95 Gonesse (D- -W)"
2.46621, 49.02099, "[McDo] 95 Goussainville (D- -W)"
2.24864, 49.12520, "[McDo] 95 L'Isle-Adam (D- -W)"
1.80080, 49.14609, "[McDo] 95 Magny-en-Vexin (D- -W)"
2.33960, 49.04248, "[McDo] 95 Moisselles (D- -W)"
2.19272, 48.99558, "[McDo] 95 Montigny-les-Cormeilles (D- -W)"
2.14202, 49.02295, "[McDo] 95 Pierrelaye (D- -W)"
2.02444, 49.05490, "[McDo] 95 Puiseux-Pontoise (D- -W)"
2.54128, 49.01463, "[McDo] 95 Roissy-en-France (Aéroport CDG Term.1) ( - - )"
2.56426, 49.00315, "[McDo] 95 Roissy-en-France (Aéroport CDG Term.2A) ( - -W)"
2.56432, 49.00410, "[McDo] 95 Roissy-en-France (Aéroport CDG Term.2B) ( - -W)"
2.49720, 48.97743, "[McDo] 95 Roissy-en-France (C.Cial Paris Nord 2) (D- -W)"
2.35114, 49.00805, "[McDo] 95 Saint Brice-sous-Forêt (D- -W)"
2.28993, 48.96348, "[McDo] 95 Saint Gratien (D- -W)"
2.12158, 49.03577, "[McDo] 95 Saint Ouen-l'Aumone (D- -W)"
2.55426, 49.08849, "[McDo] 95 Saint Witz (D- -W)"
2.25556, 48.96463, "[McDo] 95 Sannois (C.Cial Carrefour) ( - -W)"
2.36590, 48.97580, "[McDo] 95 Sarcelles (Pierrefitte) (D- - )"
2.28977, 48.99097, "[McDo] 95 Soisy-sous-Montmorency ( - -W)"
2.22071, 49.01569, "[McDo] 95 Taverny (D-K-W)"
2.39209, 49.00042, "[McDo] 95 Villiers-le-Bel (D- -W)"
7.41724, 43.73105, "[McDo] MC Monaco ( -K- )"
